slno,vehicle_type,brand ,model       ,engine_type,make_year,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost
1454,car         ,toyota,premio      ,petrol     ,2015     ,60000        ,60750  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,11250
1455,car         ,toyota,premio      ,petrol     ,2015     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,11050
1456,car         ,toyota,premio      ,petrol     ,2015     ,80000        ,80150  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,10500
1457,car         ,toyota,premio      ,petrol     ,2015     ,90000        ,90650  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,10900
1458,car         ,toyota,premio      ,petrol     ,2015     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,13000
1459,car         ,toyota,premio      ,petrol     ,2018     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,13850
1460,car         ,toyota,premio      ,petrol     ,2018     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,13500
1461,car         ,toyota,premio      ,petrol     ,2018     ,20000        ,20450  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,14000
1462,car         ,toyota,premio      ,petrol     ,2018     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,1410
1463,car         ,toyota,premio      ,petrol     ,2018     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,1487
1464,car         ,toyota,premio      ,petrol     ,2018     ,50000        ,50115  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,1497
1465,car         ,toyota,premio      ,petrol     ,2018     ,60000        ,60750  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,1450
1466,car         ,toyota,premio      ,petrol     ,2018     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,1479
1467,car         ,toyota,premio      ,petrol     ,2018     ,80000        ,80150  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,1497
